orderid,orderdate,ordertime,customerid,customername,customercity,customerphone,customeremail,tablenumber,partysize,itemordered,category,itemprice_egp,quantity,discount_egp,paymentmethod,subtotal_egp,vat_egp,servicecharge_egp,deliveryfee_egp,totalbeforetip_egp,tip_egp,total_egp,ordertype,servername,loyaltypointsearned,feedbackrating,branchid,branchcity,branchmanager
ORD000424,2024-10-03,23:51:46,CUST6178,Rania Mahmoud,Minya,1291298449,rania.mahmoud@example.com,34.0,4,Falafel Sandwich,Food,25,1,0.0,Mobile Wallet,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Omar,0,4,B001,Cairo,Mr. Hassan
ORD000425,2025-01-23,09:21:30,CUST3525,Mohamed Sayed,Giza,1239557332,mohamed.sayed@example.com,0.0,3,Sahlab,Drink,35,1,0.0,Mobile Wallet,35,4.9,4.2,0,44.1,0.0,44.1,Takeaway,Karim,0,2,B002,Giza,Mrs. Salma
ORD000426,2025-09-09,09:04:02,CUST1274,Youssef Zaki,Minya,1180189736,youssef.zaki@example.com,28.0,8,Shawarma Sandwich,Food,50,2,0.0,Mobile Wallet,100,14.0,12.0,0,126.0,0.0,126.0,Dine-in,Karim,2,4,B005,Tanta,Mr. Omar
ORD000427,2025-06-17,16:04:55,CUST6536,Fatma Fathy,Alexandria,1272111726,fatma.fathy@example.com,48.0,2,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Laila,2,5,B002,Giza,Mrs. Salma
ORD000428,2025-08-06,16:00:39,CUST5401,Ibrahim Karim,Cairo,1134427184,ibrahim.karim@example.com,43.0,3,Grilled Chicken Half,Food,75,4,0.0,Card,300,42.0,36.0,0,378.0,0.0,378.0,Dine-in,Dina,7,4,B002,Giza,Mrs. Salma
ORD000429,2025-01-28,17:50:23,CUST7967,Fatma Sayed,Alexandria,1177069373,fatma.sayed@example.com,42.0,4,Molokhia with Rice,Food,60,1,3.0,Cash,60,8.4,7.2,0,72.6,0.0,72.6,Dine-in,Salma,1,1,B002,Giza,Mrs. Salma
ORD000430,2025-07-16,05:23:28,CUST8574,Laila Naguib,Alexandria,1083920528,laila.naguib@example.com,23.0,4,Baklava (Dessert),Dessert,40,2,0.0,Cash,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Hassan,2,2,B003,Alexandria,Mr. Karim
ORD000431,2025-01-28,18:23:50,CUST6533,Nour Fouad,Minya,1291018006,nour.fouad@example.com,47.0,4,Arabic Coffee,Drink,25,1,0.0,Card,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Laila,0,1,B003,Alexandria,Mr. Karim
ORD000432,2024-10-28,08:48:20,CUST2703,Nadia Fathy,Suez,1219281224,nadia.fathy@example.com,24.0,4,Basbousa (Dessert),Dessert,30,1,0.0,Mobile Wallet,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Salma,0,5,B004,Mansoura,Mrs. Laila
ORD000433,2025-08-10,15:31:13,CUST6624,Amr Farid,Cairo,1147384667,amr.farid@example.com,33.0,3,Lentil Soup,Food,30,1,0.0,Card,30,4.2,3.6,0,37.8,29.91,67.71,Dine-in,Mona,1,2,B003,Alexandria,Mr. Karim
ORD000434,2025-04-17,06:51:08,CUST6411,Aya Gaber,Ismailia,1268747539,aya.gaber@example.com,2.0,1,Basbousa (Dessert),Dessert,30,1,0.0,Cash,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Omar,0,2,B004,Mansoura,Mrs. Laila
ORD000435,2025-01-02,12:21:23,CUST1520,Dina Mostafa,Cairo,1284512121,dina.mostafa@example.com,39.0,2,Molokhia with Rice,Food,60,2,6.0,Cash,120,16.8,14.4,0,145.2,0.0,145.2,Dine-in,Hassan,2,1,B002,Giza,Mrs. Salma
ORD000436,2025-06-25,00:24:12,CUST9266,Dina Karim,Minya,1083054944,dina.karim@example.com,15.0,2,Basbousa (Dessert),Dessert,30,2,0.0,Cash,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Mona,1,1,B005,Tanta,Mr. Omar
ORD000437,2025-06-06,11:58:26,CUST1277,Mona Ali,Mansoura,1071342104,mona.ali@example.com,0.0,4,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Card,70,9.8,8.4,25,113.2,0.0,113.2,Delivery,Laila,2,1,B003,Alexandria,Mr. Karim
ORD000438,2025-09-12,11:59:12,CUST7241,Aya Farid,Minya,1293348528,aya.farid@example.com,24.0,2,Bottled Water,Drink,8,2,0.0,Cash,16,2.24,1.92,0,20.16,0.0,20.16,Dine-in,Dina,0,5,B005,Tanta,Mr. Omar
ORD000439,2025-02-08,21:37:36,CUST7026,Ahmed Fouad,Zagazig,1197045335,ahmed.fouad@example.com,0.0,3,Umm Ali (Dessert),Dessert,35,3,15.75,Cash,105,14.7,12.6,30,146.55,0.0,146.55,Delivery,Omar,2,1,B005,Tanta,Mr. Omar
ORD000440,2024-12-13,23:14:23,CUST6652,Fatma Naguib,Zagazig,1098960068,fatma.naguib@example.com,0.0,2,Molokhia with Rice,Food,60,2,0.0,Mobile Wallet,120,16.8,14.4,0,151.2,0.0,151.2,Takeaway,Karim,3,1,B004,Mansoura,Mrs. Laila
ORD000441,2025-05-28,08:29:52,CUST6133,Mona Zaki,Giza,1294443397,mona.zaki@example.com,46.0,1,Hawawshi,Food,55,2,0.0,Cash,110,15.4,13.2,0,138.6,10.21,148.81,Dine-in,Salma,2,1,B002,Giza,Mrs. Salma
ORD000442,2025-03-20,19:08:47,CUST7319,Rania Fouad,Tanta,1137176565,rania.fouad@example.com,2.0,3,Karkade (Hibiscus Tea),Drink,25,2,2.5,Card,50,7.0,6.0,0,60.5,0.0,60.5,Dine-in,Karim,1,1,B002,Giza,Mrs. Salma
ORD000443,2025-07-01,10:03:51,CUST5661,Nour Hassan,Alexandria,1236880457,nour.hassan@example.com,0.0,2,Hawawshi,Food,55,4,0.0,Card,220,30.8,26.4,20,297.2,32.9,330.1,Delivery,Mona,6,5,B001,Cairo,Mr. Hassan
ORD000444,2025-02-05,08:17:07,CUST3699,Aya Fathy,Fayoum,1188248208,aya.fathy@example.com,37.0,1,Koshari,Food,45,3,0.0,Card,135,18.9,16.2,0,170.1,9.77,179.87,Dine-in,Salma,3,2,B003,Alexandria,Mr. Karim
ORD000445,2025-01-13,08:24:06,CUST7662,Ahmed Karim,Suez,1221671626,ahmed.karim@example.com,0.0,1,Hawawshi,Food,55,1,0.0,Card,55,7.7,6.6,0,69.3,0.0,69.3,Takeaway,Dina,1,4,B001,Cairo,Mr. Hassan
ORD000446,2024-12-05,08:59:46,CUST4511,Rania Yassin,Fayoum,1133608983,rania.yassin@example.com,0.0,2,Karkade (Hibiscus Tea),Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Takeaway,Mona,0,1,B002,Giza,Mrs. Salma
ORD000447,2024-09-27,22:36:43,CUST3710,Rania Karim,Mansoura,1221218320,rania.karim@example.com,0.0,1,Hawawshi,Food,55,2,0.0,Cash,110,15.4,13.2,30,168.6,0.0,168.6,Delivery,Hassan,3,5,B005,Tanta,Mr. Omar
ORD000448,2025-05-26,06:17:32,CUST9655,Sara Farid,Minya,1265320330,sara.farid@example.com,0.0,4,Falafel Sandwich,Food,25,2,0.0,Card,50,7.0,6.0,30,93.0,0.0,93.0,Delivery,Hassan,1,5,B002,Giza,Mrs. Salma
ORD000449,2024-10-15,02:26:03,CUST4554,Youssef Ali,Minya,1237769263,youssef.ali@example.com,7.0,2,Shawarma Sandwich,Food,50,2,0.0,Card,100,14.0,12.0,0,126.0,0.0,126.0,Dine-in,Hassan,2,3,B001,Cairo,Mr. Hassan
ORD000450,2025-09-06,18:48:01,CUST8934,Sara Hassan,Mansoura,1283531963,sara.hassan@example.com,0.0,3,Sahlab,Drink,35,1,3.5,Cash,35,4.9,4.2,0,40.6,0.0,40.6,Takeaway,Mona,0,2,B002,Giza,Mrs. Salma
ORD000451,2025-07-18,11:11:38,CUST3603,Ahmed Yassin,Mansoura,1145365918,ahmed.yassin@example.com,38.0,2,Koshari,Food,45,3,0.0,Cash,135,18.9,16.2,0,170.1,0.0,170.1,Dine-in,Amr,3,3,B001,Cairo,Mr. Hassan
ORD000452,2025-08-04,19:24:24,CUST9125,Ibrahim Ali,Alexandria,1197646698,ibrahim.ali@example.com,30.0,1,Grilled Kofta,Food,85,2,0.0,Card,170,23.8,20.4,0,214.2,0.0,214.2,Dine-in,Salma,4,4,B005,Tanta,Mr. Omar
ORD000453,2025-06-27,15:18:19,CUST2258,Sara Hafez,Cairo,1168987671,sara.hafez@example.com,0.0,7,Mahshi (Stuffed Vegetables),Food,70,2,0.0,Card,140,19.6,16.8,0,176.4,0.0,176.4,Takeaway,Hassan,3,4,B004,Mansoura,Mrs. Laila
ORD000454,2025-08-21,14:42:44,CUST8563,Ahmed Hassan,Zagazig,1291542031,ahmed.hassan@example.com,18.0,2,Sahlab,Drink,35,2,0.0,Mobile Wallet,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Karim,1,2,B002,Giza,Mrs. Salma
ORD000455,2025-06-12,20:29:25,CUST8556,Mohamed Hassan,Ismailia,1052718225,mohamed.hassan@example.com,34.0,4,Koshari,Food,45,1,0.0,Mobile Wallet,45,6.3,5.4,0,56.7,0.0,56.7,Dine-in,Salma,1,2,B002,Giza,Mrs. Salma
ORD000456,2024-12-10,20:10:32,CUST5886,Youssef Zaki,Cairo,1155317976,youssef.zaki@example.com,0.0,3,Fresh Juice (Mango),Drink,40,1,0.0,Mobile Wallet,40,5.6,4.8,0,50.4,0.0,50.4,Takeaway,Salma,1,5,B002,Giza,Mrs. Salma
ORD000457,2024-12-21,09:43:40,CUST8669,Hassan Farid,Cairo,1276154241,hassan.farid@example.com,0.0,1,Rice with Vermicelli,Food,28,3,0.0,Card,84,11.76,10.08,20,125.84,0.0,125.84,Delivery,Dina,2,3,B003,Alexandria,Mr. Karim
ORD000458,2025-01-18,17:45:22,CUST2844,Youssef Farid,Giza,1266482920,youssef.farid@example.com,0.0,1,Mahshi (Stuffed Vegetables),Food,70,1,0.0,Card,70,9.8,8.4,15,103.2,0.0,103.2,Delivery,Salma,2,5,B004,Mansoura,Mrs. Laila
ORD000459,2024-12-02,18:45:58,CUST7494,Tamer Zaki,Mansoura,1042282131,tamer.zaki@example.com,35.0,1,Lentil Soup,Food,30,1,0.0,Card,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Amr,0,4,B003,Alexandria,Mr. Karim
ORD000460,2025-04-06,18:14:23,CUST8057,Dina Naguib,Tanta,1062733451,dina.naguib@example.com,15.0,2,Grilled Kofta,Food,85,3,12.75,Cash,255,35.7,30.6,0,308.55,0.0,308.55,Dine-in,Laila,6,4,B004,Mansoura,Mrs. Laila
ORD000461,2024-10-02,08:50:06,CUST2996,Khaled Ali,Suez,1110653759,khaled.ali@example.com,0.0,1,Iced Tea,Drink,22,2,0.0,Cash,44,6.16,5.28,25,80.44,8.95,89.39,Delivery,Omar,1,2,B004,Mansoura,Mrs. Laila
ORD000462,2025-08-30,03:38:17,CUST2121,Sara Mostafa,Suez,1125872957,sara.mostafa@example.com,0.0,2,Koshari,Food,45,3,0.0,Mobile Wallet,135,18.9,16.2,30,200.1,0.0,200.1,Delivery,Amr,4,1,B003,Alexandria,Mr. Karim
ORD000463,2025-01-28,13:51:01,CUST6567,Khaled Mostafa,Zagazig,1133548492,khaled.mostafa@example.com,48.0,2,Grilled Chicken Half,Food,75,1,0.0,Card,75,10.5,9.0,0,94.5,0.0,94.5,Dine-in,Salma,1,4,B004,Mansoura,Mrs. Laila
ORD000464,2024-10-22,15:16:00,CUST5373,Ahmed Sayed,Tanta,1246599984,ahmed.sayed@example.com,41.0,3,Lentil Soup,Food,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Amr,1,1,B001,Cairo,Mr. Hassan
ORD000465,2024-12-16,12:51:39,CUST1113,Sara Karim,Fayoum,1196372978,sara.karim@example.com,9.0,1,Shawarma Sandwich,Food,50,1,0.0,Mobile Wallet,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Omar,1,2,B001,Cairo,Mr. Hassan
ORD000466,2025-05-28,22:40:52,CUST8291,Youssef Mostafa,Suez,1081817128,youssef.mostafa@example.com,24.0,3,Molokhia with Rice,Food,60,6,0.0,Cash,360,50.4,43.2,0,453.6,0.0,453.6,Dine-in,Salma,9,3,B001,Cairo,Mr. Hassan
ORD000467,2025-07-18,03:27:58,CUST2393,Nadia Hafez,Zagazig,1082960192,nadia.hafez@example.com,8.0,1,Basbousa (Dessert),Dessert,30,1,0.0,Card,30,4.2,3.6,0,37.8,0.0,37.8,Dine-in,Hassan,0,2,B003,Alexandria,Mr. Karim
ORD000468,2025-07-31,20:59:23,CUST9645,Khaled Gaber,Tanta,1073600573,khaled.gaber@example.com,0.0,2,Koshari,Food,45,1,0.0,Cash,45,6.3,5.4,0,56.7,0.0,56.7,Takeaway,Dina,1,1,B003,Alexandria,Mr. Karim
ORD000469,2025-07-29,22:53:41,CUST3969,Rania Ali,Tanta,1192283077,rania.ali@example.com,0.0,2,Bottled Water,Drink,8,2,0.0,Cash,16,2.24,1.92,25,45.16,0.0,45.16,Delivery,Dina,0,4,B002,Giza,Mrs. Salma
ORD000470,2025-03-21,05:05:09,CUST6616,Fatma Gaber,Cairo,1025065401,fatma.gaber@example.com,27.0,7,Iced Tea,Drink,22,1,0.0,Mobile Wallet,22,3.08,2.64,0,27.72,39.75,67.47,Dine-in,Salma,1,3,B003,Alexandria,Mr. Karim
ORD000471,2025-03-15,21:27:15,CUST5662,Hassan Farid,Alexandria,1052016122,hassan.farid@example.com,44.0,1,Basbousa (Dessert),Dessert,30,3,0.0,Card,90,12.6,10.8,0,113.4,0.0,113.4,Dine-in,Laila,2,1,B001,Cairo,Mr. Hassan
ORD000472,2024-10-08,11:12:39,CUST2482,Ibrahim Hassan,Ismailia,1223883460,ibrahim.hassan@example.com,9.0,3,Sahlab,Drink,35,1,0.0,Card,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Salma,0,1,B003,Alexandria,Mr. Karim
ORD000473,2025-08-23,06:53:19,CUST5943,Salma Mahmoud,Giza,1248711031,salma.mahmoud@example.com,12.0,3,Turkish Coffee,Drink,20,1,0.0,Card,20,2.8,2.4,0,25.2,0.0,25.2,Dine-in,Karim,0,5,B002,Giza,Mrs. Salma
ORD000474,2025-05-24,09:23:03,CUST4494,Dina Ibrahim,Suez,1158211013,dina.ibrahim@example.com,0.0,2,Fresh Juice (Mango),Drink,40,1,0.0,Card,40,5.6,4.8,0,50.4,9.85,60.25,Takeaway,Dina,1,4,B003,Alexandria,Mr. Karim
ORD000475,2025-05-23,08:16:59,CUST8476,Dina Karim,Giza,1179478147,dina.karim@example.com,36.0,1,Iced Tea,Drink,22,1,0.0,Cash,22,3.08,2.64,0,27.72,0.0,27.72,Dine-in,Laila,0,1,B005,Tanta,Mr. Omar
ORD000476,2025-07-21,20:02:48,CUST5548,Sara Fouad,Cairo,1187424535,sara.fouad@example.com,8.0,1,Basbousa (Dessert),Dessert,30,3,9.0,Cash,90,12.6,10.8,0,104.4,0.0,104.4,Dine-in,Mona,2,5,B005,Tanta,Mr. Omar
ORD000477,2024-12-20,12:23:54,CUST1988,Tamer Fathy,Zagazig,1133147442,tamer.fathy@example.com,47.0,4,Fresh Juice (Mango),Drink,40,1,0.0,Card,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Dina,1,2,B002,Giza,Mrs. Salma
ORD000478,2025-03-29,21:47:07,CUST8911,Nour Gaber,Ismailia,1110635100,nour.gaber@example.com,4.0,2,Karkade (Hibiscus Tea),Drink,25,2,0.0,Card,50,7.0,6.0,0,63.0,37.6,100.6,Dine-in,Karim,2,1,B005,Tanta,Mr. Omar
ORD000479,2025-08-05,13:27:05,CUST1504,Salma Ibrahim,Alexandria,1174836671,salma.ibrahim@example.com,37.0,7,Molokhia with Rice,Food,60,3,0.0,Card,180,25.2,21.6,0,226.8,23.94,250.74,Dine-in,Dina,5,2,B005,Tanta,Mr. Omar
ORD000480,2024-12-10,09:02:19,CUST6914,Ibrahim Karim,Minya,1164024116,ibrahim.karim@example.com,0.0,4,Fresh Juice (Orange),Drink,30,1,4.5,Cash,30,4.2,3.6,25,58.3,31.5,89.8,Delivery,Hassan,1,4,B001,Cairo,Mr. Hassan
ORD000481,2025-07-29,17:41:23,CUST5029,Dina Gaber,Cairo,1294760327,dina.gaber@example.com,33.0,4,Basbousa (Dessert),Dessert,30,2,0.0,Card,60,8.4,7.2,0,75.6,0.0,75.6,Dine-in,Salma,1,2,B001,Cairo,Mr. Hassan
ORD000482,2025-03-30,13:20:23,CUST1575,Tamer Fouad,Suez,1046636396,tamer.fouad@example.com,33.0,2,Shawarma Sandwich,Food,50,2,0.0,Card,100,14.0,12.0,0,126.0,0.0,126.0,Dine-in,Laila,2,4,B002,Giza,Mrs. Salma
ORD000483,2025-05-14,23:40:28,CUST7714,Aya Hassan,Ismailia,1146107447,aya.hassan@example.com,0.0,2,Rice with Vermicelli,Food,28,2,0.0,Card,56,7.84,6.72,0,70.56,0.0,70.56,Takeaway,Mona,1,5,B005,Tanta,Mr. Omar
ORD000484,2024-11-19,01:49:03,CUST9227,Mona Fathy,Fayoum,1176895710,mona.fathy@example.com,0.0,3,Koshari,Food,45,1,0.0,Card,45,6.3,5.4,20,76.7,0.0,76.7,Delivery,Karim,1,1,B002,Giza,Mrs. Salma
ORD000485,2025-03-06,18:28:28,CUST3941,Amr Farid,Mansoura,1039085873,amr.farid@example.com,9.0,4,Umm Ali (Dessert),Dessert,35,2,0.0,Mobile Wallet,70,9.8,8.4,0,88.2,0.0,88.2,Dine-in,Dina,1,4,B002,Giza,Mrs. Salma
ORD000486,2024-12-20,16:10:12,CUST1165,Rania Fouad,Cairo,1144616150,rania.fouad@example.com,50.0,4,Iced Tea,Drink,22,2,0.0,Cash,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Karim,1,3,B004,Mansoura,Mrs. Laila
ORD000487,2025-02-20,02:36:27,CUST8841,Aya Karim,Alexandria,1184890807,aya.karim@example.com,0.0,2,Turkish Coffee,Drink,20,1,0.0,Mobile Wallet,20,2.8,2.4,20,45.2,0.0,45.2,Delivery,Salma,0,4,B004,Mansoura,Mrs. Laila
ORD000488,2025-05-09,01:53:32,CUST4422,Youssef Ibrahim,Ismailia,1140943650,youssef.ibrahim@example.com,14.0,8,Shawarma Sandwich,Food,50,1,7.5,Card,50,7.0,6.0,0,55.5,0.0,55.5,Dine-in,Salma,1,4,B002,Giza,Mrs. Salma
ORD000489,2025-08-31,12:58:43,CUST4589,Dina Hafez,Alexandria,1055233869,dina.hafez@example.com,49.0,3,Fattah,Food,90,1,13.5,Card,90,12.6,10.8,0,99.9,0.0,99.9,Dine-in,Hassan,1,1,B005,Tanta,Mr. Omar
ORD000490,2025-06-13,23:33:46,CUST6114,Omar Hafez,Mansoura,1114567341,omar.hafez@example.com,14.0,4,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,0,113.4,9.33,122.73,Dine-in,Salma,2,5,B003,Alexandria,Mr. Karim
ORD000491,2025-02-07,10:57:40,CUST7531,Sara Ibrahim,Zagazig,1275346013,sara.ibrahim@example.com,0.0,3,Koshari,Food,45,2,0.0,Cash,90,12.6,10.8,30,143.4,0.0,143.4,Delivery,Dina,2,1,B004,Mansoura,Mrs. Laila
ORD000492,2025-02-28,08:42:47,CUST7318,Salma Hassan,Minya,1159597354,salma.hassan@example.com,0.0,4,Hawawshi,Food,55,1,0.0,Card,55,7.7,6.6,20,89.3,0.0,89.3,Delivery,Salma,1,4,B005,Tanta,Mr. Omar
ORD000493,2025-06-04,13:55:02,CUST3577,Nadia Mahmoud,Cairo,1137683563,nadia.mahmoud@example.com,46.0,1,Baklava (Dessert),Dessert,40,2,0.0,Mobile Wallet,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Dina,2,5,B002,Giza,Mrs. Salma
ORD000494,2024-12-29,01:02:53,CUST3175,Walid Gaber,Mansoura,1286794835,walid.gaber@example.com,3.0,2,Baklava (Dessert),Dessert,40,2,0.0,Card,80,11.2,9.6,0,100.8,0.0,100.8,Dine-in,Salma,2,2,B001,Cairo,Mr. Hassan
ORD000495,2025-06-14,03:50:41,CUST7099,Ahmed Sayed,Alexandria,1089706929,ahmed.sayed@example.com,33.0,2,Bottled Water,Drink,8,3,0.0,Card,24,3.36,2.88,0,30.24,0.0,30.24,Dine-in,Mona,0,1,B002,Giza,Mrs. Salma
ORD000496,2025-01-24,15:57:37,CUST1191,Amr Mostafa,Minya,1297154338,amr.mostafa@example.com,34.0,2,Arabic Coffee,Drink,25,2,0.0,Card,50,7.0,6.0,0,63.0,0.0,63.0,Dine-in,Laila,1,4,B004,Mansoura,Mrs. Laila
ORD000497,2024-10-24,05:37:32,CUST5879,Tamer Farid,Suez,1143099853,tamer.farid@example.com,10.0,3,Mixed Grill Plate,Food,140,1,0.0,Cash,140,19.6,16.8,0,176.4,16.72,193.12,Dine-in,Omar,3,2,B004,Mansoura,Mrs. Laila
ORD000498,2025-02-12,21:26:39,CUST3767,Omar Karim,Zagazig,1185964485,omar.karim@example.com,49.0,2,Arabic Coffee,Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Omar,0,5,B003,Alexandria,Mr. Karim
ORD000499,2025-09-08,23:39:01,CUST5735,Ahmed Sayed,Suez,1256689829,ahmed.sayed@example.com,21.0,4,Hawawshi,Food,55,2,0.0,Card,110,15.4,13.2,0,138.6,0.0,138.6,Dine-in,Mona,2,4,B001,Cairo,Mr. Hassan
ORD000500,2025-04-05,07:37:57,CUST9037,Youssef Hassan,Cairo,1022219154,youssef.hassan@example.com,2.0,3,Iced Tea,Drink,22,2,0.0,Card,44,6.16,5.28,0,55.44,0.0,55.44,Dine-in,Salma,1,2,B003,Alexandria,Mr. Karim
ORD000501,2025-06-30,15:27:26,CUST7398,Ibrahim Sayed,Alexandria,1037448209,ibrahim.sayed@example.com,19.0,5,Baklava (Dessert),Dessert,40,1,0.0,Cash,40,5.6,4.8,0,50.4,0.0,50.4,Dine-in,Amr,1,1,B001,Cairo,Mr. Hassan
ORD000502,2025-05-01,05:26:21,CUST3029,Mohamed Farid,Cairo,1183647351,mohamed.farid@example.com,34.0,2,Iced Tea,Drink,22,5,0.0,Cash,110,15.4,13.2,0,138.6,0.0,138.6,Dine-in,Karim,2,4,B003,Alexandria,Mr. Karim
ORD000503,2025-01-14,00:26:02,CUST8328,Salma Fouad,Fayoum,1236535151,salma.fouad@example.com,43.0,2,Mixed Grill Plate,Food,140,1,0.0,Card,140,19.6,16.8,0,176.4,0.0,176.4,Dine-in,Amr,3,1,B005,Tanta,Mr. Omar
ORD000504,2025-06-05,10:13:06,CUST1380,Rania Sayed,Ismailia,1065678029,rania.sayed@example.com,19.0,5,Soft Drink (Can),Drink,18,2,0.0,Cash,36,5.04,4.32,0,45.36,14.99,60.35,Dine-in,Laila,1,2,B003,Alexandria,Mr. Karim
ORD000505,2025-02-27,09:24:55,CUST8132,Tamer Zaki,Tanta,1176271017,tamer.zaki@example.com,0.0,2,Grilled Chicken Half,Food,75,3,0.0,Card,225,31.5,27.0,0,283.5,0.0,283.5,Takeaway,Dina,5,2,B005,Tanta,Mr. Omar
ORD000506,2025-04-28,06:02:24,CUST1491,Hassan Mostafa,Minya,1121794480,hassan.mostafa@example.com,36.0,1,Karkade (Hibiscus Tea),Drink,25,1,0.0,Cash,25,3.5,3.0,0,31.5,23.5,55.0,Dine-in,Salma,1,4,B003,Alexandria,Mr. Karim
ORD000507,2024-12-22,05:21:17,CUST5325,Aya Hassan,Fayoum,1178197535,aya.hassan@example.com,21.0,3,Fresh Juice (Orange),Drink,30,3,13.5,Cash,90,12.6,10.8,0,99.9,0.0,99.9,Dine-in,Amr,1,3,B004,Mansoura,Mrs. Laila
ORD000508,2025-07-26,10:12:27,CUST3709,Khaled Fouad,Mansoura,1141164601,khaled.fouad@example.com,23.0,2,Umm Ali (Dessert),Dessert,35,1,0.0,Cash,35,4.9,4.2,0,44.1,0.0,44.1,Dine-in,Amr,0,1,B002,Giza,Mrs. Salma
ORD000509,2025-04-01,18:24:22,CUST8403,Sara Hassan,Suez,1216040719,sara.hassan@example.com,14.0,2,Hawawshi,Food,55,4,0.0,Cash,220,30.8,26.4,0,277.2,0.0,277.2,Dine-in,Hassan,5,2,B004,Mansoura,Mrs. Laila
ORD000510,2025-02-21,03:17:57,CUST5252,Ibrahim Mahmoud,Ismailia,1188227315,ibrahim.mahmoud@example.com,0.0,3,Grilled Kofta,Food,85,1,0.0,Cash,85,11.9,10.2,20,127.1,31.41,158.51,Delivery,Amr,3,3,B003,Alexandria,Mr. Karim
ORD000511,2025-04-19,23:02:07,CUST7697,Walid Naguib,Giza,1285568469,walid.naguib@example.com,0.0,3,Molokhia with Rice,Food,60,3,0.0,Cash,180,25.2,21.6,0,226.8,0.0,226.8,Takeaway,Salma,4,2,B003,Alexandria,Mr. Karim
ORD000512,2024-11-07,18:14:09,CUST9909,Nadia Naguib,Minya,1023477765,nadia.naguib@example.com,0.0,2,Rice with Vermicelli,Food,28,4,0.0,Cash,112,15.68,13.44,0,141.12,16.86,157.98,Takeaway,Laila,3,2,B005,Tanta,Mr. Omar
ORD000513,2024-09-22,08:47:02,CUST2735,Ahmed Karim,Alexandria,1157489023,ahmed.karim@example.com,0.0,2,Karkade (Hibiscus Tea),Drink,25,3,11.25,Cash,75,10.5,9.0,0,83.25,0.0,83.25,Takeaway,Mona,1,5,B003,Alexandria,Mr. Karim
ORD000514,2025-05-11,20:07:41,CUST2899,Youssef Fouad,Minya,1260154111,youssef.fouad@example.com,3.0,5,Rice with Vermicelli,Food,28,1,4.2,Card,28,3.92,3.36,0,31.08,37.5,68.58,Dine-in,Amr,1,5,B004,Mansoura,Mrs. Laila
ORD000515,2024-10-19,12:30:22,CUST9219,Nadia Yassin,Ismailia,1074830809,nadia.yassin@example.com,1.0,3,Turkish Coffee,Drink,20,2,0.0,Mobile Wallet,40,5.6,4.8,0,50.4,10.7,61.1,Dine-in,Dina,1,1,B004,Mansoura,Mrs. Laila
ORD000516,2025-09-09,13:12:50,CUST2661,Rania Mostafa,Giza,1089321544,rania.mostafa@example.com,0.0,2,Shawarma Sandwich,Food,50,2,10.0,Card,100,14.0,12.0,15,131.0,35.5,166.5,Delivery,Omar,3,1,B001,Cairo,Mr. Hassan
ORD000517,2025-08-04,23:45:48,CUST4493,Dina Zaki,Giza,1176575577,dina.zaki@example.com,24.0,3,Mixed Grill Plate,Food,140,1,0.0,Card,140,19.6,16.8,0,176.4,18.98,195.38,Dine-in,Mona,3,2,B004,Mansoura,Mrs. Laila
ORD000518,2025-07-21,06:58:15,CUST3151,Mohamed Hafez,Mansoura,1062120729,mohamed.hafez@example.com,38.0,8,Mixed Grill Plate,Food,140,2,0.0,Card,280,39.2,33.6,0,352.8,8.86,361.66,Dine-in,Amr,7,1,B001,Cairo,Mr. Hassan
ORD000519,2025-04-16,09:13:21,CUST2341,Mona Hafez,Alexandria,1296579801,mona.hafez@example.com,50.0,2,Arabic Coffee,Drink,25,3,0.0,Card,75,10.5,9.0,0,94.5,16.36,110.86,Dine-in,Laila,2,5,B002,Giza,Mrs. Salma
ORD000520,2024-10-11,00:13:53,CUST8031,Omar Sayed,Giza,1198952793,omar.sayed@example.com,22.0,3,Karkade (Hibiscus Tea),Drink,25,1,0.0,Card,25,3.5,3.0,0,31.5,0.0,31.5,Dine-in,Mona,0,1,B005,Tanta,Mr. Omar
